고유번호,회사명,종목코드,수정일
1169267,세화피앤씨,252500,20200227
397289,오텍,67170,20200227
807379,신흥에스이씨,243840,20200227
1199189,이랜시스,264850,20200227
525882,청담러닝,96240,20200227
561866,락앤락,115390,20200228
1267602,유안타제3호스팩,287410,20200228
148504,한국스탠다드차타드은행,110,20200228
813389,베셀,177350,20200227
861997,인포마크,175140,20200227
681373,디지캡,197140,20200227
109754,대림비앤코,5750,20200227
231442,디지틀조선,33130,20200227
1194892,알로이스,271400,20200227
671978,그리티,204020,20200227
583442,노루페인트,90350,20200228
1416642,유안타제6호스팩,340360,20200228
364740,머큐리,100590,20200226
165103,푸드웰,5670,20200226
362159,웰크론,65950,20200226
177816,대주전자재료,78600,20200226
573269,에스코넥,96630,20200227
1418543,케이비제20호스팩,342550,20200227
945457,아이진,185490,20200227
1344363,다원넥스뷰,323350,20200227
535676,테크윙,89030,20200227
531014,유진테크,84370,20200227
103042,케이씨티시,9070,20200227
366517,KC산업,112190,20200228
103644,비츠로테크,42370,20200228
154718,비츠로셀,82920,20200228
264945,나이스정보통신,36800,20200228
1366365,이베스트이안스팩1호,323210,20200228
487546,웰크론한텍,76080,20200226
456218,모두투어,80160,20200227
411446,큐에스아이,66310,20200227
756163,볼빅,206950,20200227
122728,범양사,2480,20200227
763358,쎄미시스코,136510,20200227
273420,이스트소프트,47560,20200227
243757,인포뱅크,39290,20200227
170877,진로발효,18120,20200227
132637,동원시스템즈,14820,20200227
462121,이노와이어리스,73490,20200227
1358463,엔에이치스팩14호,319400,20200227
231707,비트컴퓨터,32850,20200227
1101722,한송네오텍,226440,20200228
890388,지성이씨에스,138290,20200228
857727,하림,136480,20200228
152783,코메론,49430,20200227
580056,스맥,99440,20200227
105244,알보젠코리아,2250,20200227
252269,아이에이,38880,20200227
154426,아이에이치큐,3560,20200227
1051092,피씨엘,241820,20200227
532855,한국유니온제약,80720,20200227
156600,한주금속,198940,20200227
112651,대창,12800,20200227
358271,에스에프에이,56190,20200228
384887,에이테크솔루션,71670,20200228
602172,와이엠티,251370,20200228
124027,부산산업,11390,20200226
615723,아이에이네트웍스,123010,20200226
557933,진도,88790,20200226
106119,금양,1570,20200227
329093,코데즈컴바인,47770,20200227
1080687,아우딘퓨쳐스,227610,20200227
876865,네오오토,212560,20200227
1065679,이노인스트루먼트,215790,20200227
365989,용평리조트,70960,20200227
117601,유안타증권,3470,20200512
872984,이마트,139480,20200512
114792,동국제강,1230,20200512
252001,해원에스티,58480,20200228
100957,건영,12720,20200228
162780,한일건설,6440,20200228
142591,셰프라인,12250,20200228
458562,에이티세미콘,89530,20200228
112721,대창스틸,140520,20200512
479705,EMW,79190,20200512
174208,진성티이씨,36890,20200512
163673,한진중공업홀딩스,3480,20200512
266961,NAVER,35420,20200512
454946,그린케미칼,83420,20200227
1310269,HDC현대산업개발,294870,20200512
120571,롯데칠성음료,5300,20200512
105165,극동전선,6250,20200512
173795,신흥,4080,20200512
374738,위세아이텍,65370,20200228
139764,에넥스,11090,20200228
423177,텔레칩스,54450,20200228
1182444,셀리버리,268600,20200228
222532,LG헬로비전,37560,20200228
236863,희림,37440,20200228
659684,장원테크,174880,20200508
131018,서울제약,18680,20200512
125530,SPC삼립,5610,20200512
135467,승일,49830,20200512
147295,전북은행,6350,20200512
138701,아세아,2030,20200228
1408999,유안타제5호스팩,336060,20200228
115931,디오,39840,20200228
327819,선익시스템,171090,20200228
138260,SIMPAC,9160,20200228
695969,동운아나텍,94170,20200228
256043,비씨월드제약,200780,20200228
879020,유니트론텍,142210,20200228
568188,마이크로컨텍솔,98120,20200408
164779,SK하이닉스,660,20200512
263371,한국경제TV,39340,20200512
160232,KSS해운,44450,20200512
997812,코미코,183300,20200512
186717,태양,53620,20200512
181299,상아프론테크,89980,20200227
122737,팬오션,28670,20200512
1238169,오리온,271560,20200512
104573,국일제지,78130,20200512
118460,태림페이퍼,19300,20200228
770312,마니커에프앤지,195500,20200228
123648,심팩인더스트리,5350,20200228
488989,한양디지텍,78350,20200228
556907,에이스테크,88800,20200303
297934,피씨디렉트,51380,20200303
161408,케이비캐피탈,21960,20200416
164876,케이비증권,3450,20200416
346966,에코솔루션,52510,20200416
109161,태경케미컬,6890,20200417
357430,쎌바이오텍,49960,20200417
163682,메리츠증권,8560,20200417
164672,한일현대시멘트,6390,20200417
491938,GH신소재,130500,20200429
390055,종근당바이오,63160,20200508
974927,NEW,160550,20200512
126937,삼양홀딩스,70,20200512
896285,삼양사,145990,20200512
142883,우신시스템,17370,20200228
876908,모트렉스,118990,20200226
1047840,미스터블루,207760,20200228
1011395,레몬,294140,20200228
222806,에임하이글로벌,43580,20200228
183215,케이디지엠텍,32290,20200228
126779,삼아알미늄,6110,20200309
121941,대상,1680,20200303
1234525,한국제5호기업인수목적,271740,20200303
1158553,켄코아에어로스페이스,274090,20200303
706715,미원홀딩스,107590,20200303
481454,금호타이어,73240,20200417
459871,농심홀딩스,72710,20200227
163318,모헨즈,6920,20200227
104102,우리종금,10050,20200512
137997,현대차증권,1500,20200512
111722,미래에셋대우,6800,20200512
133618,세기상사,2420,20200512
157539,KB오토시스,24120,20200228
389679,해피드림,65180,20200228
256955,테이팩스,55490,20200228
577380,신진에스엠,138070,20200303
111865,미래SCI,28040,20200504
143527,경동인베스트,12320,20200504
129615,상보,27580,20200504
411905,테라셈,182690,20200319
133858,세방전지,4490,20200319
454937,덕신하우징,90410,20200319
1160363,에코프로비엠,247540,20200511
125521,에스엘,5850,20200306
778235,TS인베스트먼트,246690,20200512
535481,에스와이,109610,20200226
268118,코맥스,36690,20200226
529815,오디텍,80520,20200228
1099861,에이텍티앤,224110,20200228
134176,세우글로벌,13000,20200313
261735,위노바,39790,20200316
130587,서울전자통신,27040,20200504
217947,신세계건설,34300,20200504
161781,아난티,25980,20200504
249247,YG PLUS,37270,20200504
184889,이건홀딩스,39020,20200504
194275,코너스톤네트웍스,33110,20200504
526465,동북아13호선박투자회사,83380,20200504
271501,코아시아,45970,20200504
296005,우리로,46970,20200504
867034,듀켐바이오,176750,20200504
1018617,메디쎄이,200580,20200504
355548,한국테크놀로지,53590,20200504
1117246,파인이엠텍,278990,20200504
362292,씨티씨바이오,60590,20200504
318316,대아티아이,45390,20200227
361488,텔코웨어,78000,20200512
1186404,디앤씨미디어,263720,20200228
103662,광명전기,17040,20200228
442826,대봉엘에스,78140,20200228
124577,엠소닉,8120,20200228
407771,듀오백,73190,20200317
152385,에이프로젠 KIC,7460,20200323
122481,태경비케이,14580,20200422
608839,에이루트,96690,20200422
366793,에스제이케이,80440,20200504
755739,파인테크닉스,106240,20200504
1170865,네오셈,253590,20200504
1259232,노바텍,285490,20200504
555740,툴코리아,110660,20200401
379229,에스에이티,60540,20200227
140955,한솔케미칼,14680,20200227
166315,화신,10690,20200420
407285,아이컴포넌트,59100,20200512
228536,에버다임,41440,20200228
610083,비아트론,141000,20200228
579999,고영,98460,20200228
302582,캐스텍코리아,71850,20200228
876643,엔피디,198080,20200318
132488,신세계톰보이,12580,20200403
230911,HRS,36640,20200408
347442,모보,51810,20200409
126371,삼성전기,9150,20200512
123143,보령제약,3850,20200512
117726,동양피스톤,92780,20200228
1188749,지앤이헬스케어,299480,20200228
324104,디케이씨,47440,20200228
124106,부산은행,5280,20200409
1010110,더블유게임즈,192080,20200424
181712,SK,34730,20200413
809517,아이엠텍,226350,20200512
572905,ISC,95340,20200512
624518,솔루에타,154040,20200512
104786,미래아이앤지,7120,20200512
356361,LG화학,51910,20200512
980122,JB금융지주,175330,20200512
526872,이수앱지스,86890,20200228
645089,NHN벅스,104200,20200228
611736,엑시콘,92870,20200228
455981,에스엔유,80000,20200228
202060,구영테크,53270,20200228
153126,크라운해태홀딩스,5740,20200228
111999,대원제약,3220,20200228
913689,세경하이테크,148150,20200228
361169,한국전자인증,41460,20200228
220561,광주신세계,37710,20200324
1316236,효성화학,298000,20200324
945208,THE MIDONG,161570,20200324
1021949,덱스터,206560,20200324
120216,KB손해보험,2550,20200414
136378,신세계,4170,20200417
877059,삼성바이오로직스,207940,20200512
410678,다린,204690,20200228
126201,삼성공조,6660,20200228
155735,피제이전자,6140,20200228
210740,대화제약,67080,20200228
1318933,지니틱스,303030,20200324
1428249,케이프이에스제4호,347140,20200324
119672,두올,16740,20200414
137809,신화실업,1770,20200414
877819,데이타솔루션,263800,20200512
164478,현대건설,720,20200512
664181,인텔리안테크,189300,20200228
1428203,케이씨씨글라스,344820,20200428
339391,한화시스템,272210,20200506
109514,티웨이홀딩스,4870,20200506
980043,비플라이소프트,148780,20200227
576798,디아이티,110990,20200512
1109539,와이아이케이,232140,20200228
206084,세아메탈,33020,20200228
151447,천지산업,1490,20200228
141875,사조오양,6090,20200330
164609,현대미포조선,10620,20200416
291152,디비엘,41500,20200508
188089,한섬,20000,20200512
170026,시공테크,20710,20200228
983271,엔에이치엔,181710,20200228
874937,탑선,180060,20200228
556615,모바일어플라이언스,87260,20200228
363246,우원개발,46940,20200228
362238,휴비스,79980,20200228
634728,이크레더블,92130,20200428
305668,새론오토모티브,75180,20200512
612188,에스티오,98660,20200512
1168383,일동제약,249420,20200228
158565,한국알콜,17890,20200228
108135,녹십자홀딩스,5250,20200331
1412822,두산솔루스,336370,20200331
245472,티씨케이,64760,20200513
428251,현대백화점,69960,20200515
131832,SK디스커버리,6120,20200515
308896,아이씨케이,68940,20200518
268251,다산네트웍스,39560,20200526
412597,현대홈쇼핑,57050,20200526
164636,HDC,12630,20200526
1350869,우리금융지주,316140,20200526
480455,STX엔진,77970,20200513
1263022,BGF리테일,282330,20200410
141477,영흥,12160,20200413
1030132,경남은행,192520,20200413
413523,한미글로벌,53690,20200514
260408,팜스코,36580,20200514
350312,HDC아이콘트롤스,39570,20200514
306719,에스텍,69510,20200514
148364,하림지주,3380,20200514
491415,인포바인,115310,20200514
830447,수프로,185190,20200525
198697,일진디스플,20760,20200318
728638,한세실업,105630,20200526
161976,한세예스24홀딩스,16450,20200526
652159,코오롱머티리얼,144620,20200526
550994,아이센스,99190,20200527
112907,코원에너지서비스,26870,20200527
159874,한국컴퓨터지주,9760,20200513
138321,신한금융투자,8670,20200513
442570,제우스,79370,20200413
484682,엘오티베큠,83310,20200514
117577,오리온홀딩스,1800,20200514
589127,KEC,92220,20200514
139214,삼성화재해상보험,810,20200525
520887,비상교육,100220,20200525
102618,계양전기,12200,20200525
164308,이마트에브리데이,10090,20200525
111810,대웅,3090,20200302
427483,대웅제약,69620,20200302
398701,엘앤에프,66970,20200302
1053540,퓨쳐켐,220100,20200302
219097,BGF,27410,20200410
1067516,골프존,215000,20200513
1128622,줌인터넷,239340,20200306
162586,한올바이오파마,9420,20200311
223762,지니뮤직,43610,20200311
386937,국민은행,60000,20200325
133991,세아특수강,19440,20200506
108913,대교,19680,20200514
599957,슈프리마에이치큐,94840,20200514
1010642,녹십자랩셀,144510,20200514
414601,유니퀘스트,77500,20200514
148984,조선내화,480,20200514
135917,한화손해보험,370,20200518
104856,삼성증권,16360,20200518
137368,신풍제지,2870,20200525
131054,유진증권,1200,20200526
652007,메카로,241770,20200526
255433,라온시큐어,42510,20200302
661847,화인베스틸,133820,20200420
105156,극동유화,14530,20200227
268002,세종텔레콤,36630,20200326
113359,교보증권,30610,20200326
530185,이엔에프테크놀로지,102710,20200326
115065,동남합성,23450,20200326
970453,파마리서치프로덕트,214450,20200326
123967,부산도시가스,15350,20200326
156691,한국공항,5430,20200326
163512,한진,2320,20200326
165413,롯데케미칼,11170,20200326
302926,현대로템,64350,20200326
595243,엔스퍼트,98400,20200304
628860,네오위즈,95660,20200506
243067,부방,14470,20200316
441447,케이씨티,89150,20200514
595191,후성,93370,20200514
357360,한세엠케이,69640,20200514
123718,부광약품,3000,20200514
156956,한국기업평가,34950,20200518
128032,삼일제약,520,20200421
241005,코오롱플라스틱,138490,20200421
138729,아세아제지,2310,20200417
350738,제네시스디벨롭먼트홀딩스,53320,20200423
371485,켐트로닉스,89010,20200227
679314,동성코퍼레이션,102260,20200326
1205851,현대일렉트릭,267260,20200326
1066058,파마리서치바이오,217950,20200326
1118643,로보쓰리,238500,20200326
1414936,SK6호스팩,340350,20200311
683469,일진전기,103590,20200413
411048,에스앤에스텍,101490,20200227
346610,유앤아이,56090,20200227
1141942,액트로,290740,20200302
130684,서울도시가스,17390,20200422
624749,에스피시스템스,317830,20200408
1234507,매일유업,267980,20200408
248974,하나제약,293480,20200227
145473,이글벳,44960,20200327
138695,뉴아세아조인트,13340,20200327
110884,엠젠플러스,32790,20200317
477257,코렌,78650,20200317
117258,한화갤러리아타임월드,27390,20200416
1351114,케이비17호스팩,317030,20200514
1183407,이십일스토어,270020,20200227
1062867,디알텍,214680,20200227
126186,삼성에스디에스,18260,20200422
139205,안국약품,1540,20200303
163761,한창제지,9460,20200227
1041828,JTC,950170,20200330
862853,플레이디,237820,20200312
1336373,메드팩토,235980,20200320
103006,고려제강,2240,20200330
130763,서울반도체,46890,20200330
109286,대동공업,490,20200330
161693,한샘,9240,20200513
409371,인베니아,79950,20200519
198192,한국팩키지,37230,20200227
255044,현대통신,39010,20200316
105873,LG디스플레이,34220,20200323
144650,유신,54930,20200323
113243,대한제분,1130,20200323
577016,수산아이앤티,50960,20200323
114552,도화엔지니어링,2150,20200323
136624,신영와코루,5800,20200323
118965,티에이치엔,19180,20200327
203209,에쎈테크,43340,20200327
269940,하나투어,39130,20200327
401731,LG전자,66570,20200327
263654,오스코텍,39200,20200327
323868,웹케시,53580,20200327
442048,아바텍,149950,20200327
447760,미래컴퍼니,49950,20200327
985686,큐브엔터,182360,20200327
1015726,미래테크놀로지,213090,20200327
105280,현대그린푸드,5440,20200331
108490,엔피케이,48830,20200331
127699,에코마이스터,64510,20200331
113410,CJ대한통운,120,20200331
269889,누리텔레콤,40160,20200331
143262,우진아이엔에스,10400,20200331
144252,유니온,910,20200331
370200,와이오엠,66430,20200331
146232,일성건설,13360,20200331
373571,룽투코리아,60240,20200331
147860,지코,10580,20200331
111847,대원강업,430,20200330
136226,신성델타테크,65350,20200330
116949,디티알오토모티브,7340,20200330
145738,이화전기,24810,20200330
118345,디아이동일,1530,20200330
190756,와이엔텍,67900,20200330
219361,해성산업,34810,20200330
122825,인스코비,6490,20200330
259545,엠에스오토텍,123040,20200330
124780,사조씨푸드,14710,20200330
260958,KTH,36030,20200330
124799,사조산업,7160,20200330
261373,마크로젠,38290,20200330
106614,기신정기,92440,20200519
1436336,이베스트스팩5호,349720,20200520
164973,현대해상,1450,20200323
219574,코스맥스비티아이,44820,20200323
367844,자이에스앤디,317400,20200323
109693,대림산업,210,20200422
260745,SCI평가정보,36120,20200420
1070149,올리패스,244460,20200317
176914,다우기술,23590,20200403
148540,CJ,1040,20200331
532059,KPX생명과학,114450,20200331
542074,나노캠텍,91970,20200331
450010,센트랄모텍,308170,20200331
542898,하이소닉,106080,20200331
1037214,케이피에스,256940,20200331
129350,삼화콘덴서공업,1820,20200330
129554,갤럭시아에스엠,11420,20200330
300405,오리엔트정공,65500,20200330
369107,우리바이오,82850,20200330
149026,CS홀딩스,590,20200330
153339,태경산업,15890,20200330
159254,한국전자홀딩스,6200,20200330
541437,코렌텍,104540,20200330
500254,GS,78930,20200330
759294,와이솔,122990,20200330
508274,일진다이아,81000,20200330
641393,엔시트론,101400,20200508
656021,데일리블록체인,139050,20200508
362441,현대오토에버,307950,20200513
808086,애니젠,196300,20200520
303873,CJ CGV,79160,20200228
1343665,메탈라이프,327260,20200317
1236897,제일약품,271980,20200227
763701,세틀뱅크,234340,20200330
796994,조선선재,120030,20200330
1110678,유틸렉스,263050,20200330
1032413,해성디에스,195870,20200330
1144028,씨티케이코스메틱스,260930,20200330
1365825,피에스케이,319660,20200330
1337220,키움제5호스팩,311270,20200513
1072518,디피코,163430,20200515
203582,한솔홈데코,25750,20200515
105855,엘에스일렉트릭,10120,20200406
197759,미래산업,25560,20200406
657987,KMH,122450,20200422
1316245,효성중공업,298040,20200511
107987,남해화학,25860,20200513
378363,3S,60310,20200520
302120,피앤텔,54340,20200521
684732,풀무원식품,103160,20200228
469799,이엔플러스,74610,20200427
930321,하이골드오션8호국제선박투자회사,159650,20200427
1419135,이노진,344860,20200427
143651,웅진,16880,20200428
583424,아모레퍼시픽,90430,20200512
161125,한온시스템,18880,20200512
106313,금호산업,2990,20200227
216027,바이넥스,53030,20200403
188715,현진소재,53660,20200506
146083,일동홀딩스,230,20200506
268011,일레덱스홀딩스,33550,20200511
1237540,이녹스첨단소재,272290,20200513
109824,대림통상,6570,20200513
105101,예스코홀딩스,15360,20200513
812362,포티스,141020,20200423
567222,우림기계,101170,20200227
145464,이구산업,25820,20200407
104768,가온전선,500,20200506
1258507,롯데제과,280360,20200513
616290,이엠넷,123570,20200513
363769,한국전자금융,63570,20200521
178754,동아지질,28100,20200521
475718,이엠앤아이,83470,20200521
599151,SV인베스트먼트,289080,20200526
136457,SH에너지화학,2360,20200526
104388,국도화학,7690,20200526
956930,동아에스티,170900,20200526
135999,신라섬유,1000,20200526
307037,더스텔라,65310,20200408
653103,나노스,151910,20200423
128175,원익큐브,14190,20200428
116824,동아쏘시오홀딩스,640,20200513
135050,우리들제약,4720,20200513
361594,DMS,68790,20200227
1336735,펨토바이오메드,327610,20200506
110583,대성엘텍,25440,20200513
119007,무림P&P,9580,20200513
145862,인천도시가스,34590,20200513
379016,이엘케이,94190,20200522
695464,차이나그레이트스타인터내셔널리미티드,900040,20200522
916826,드림씨아이에스,223250,20200522
430089,삼보오토,70080,20200228
129013,CJ씨푸드,11150,20200526
117179,디와이,13570,20200526
157104,대동전자,8110,20200525
990165,아세아시멘트,183190,20200227
340917,동원F&B,49770,20200409
302078,한국코퍼레이션,50540,20200506
326731,바이오니아,64550,20200506
266943,넥슨지티,41140,20200526
124540,대우건설,47040,20200526
382199,신한지주,55550,20200525
117498,디피씨,26890,20200527
1207761,디자인,227100,20200527
244747,파크시스템스,140860,20200227
493501,씨디네트웍스,73710,20200409
120526,롯데쇼핑,23530,20200511
992543,삼양옵틱스,225190,20200527
389998,브레인콘텐츠,66980,20200325
939687,동일고무벨트,163560,20200325
415707,엔텔스,69410,20200325
442145,아바코,83930,20200325
866594,미애부,225850,20200325
1187458,에스알바이오텍,270210,20200325
525642,코오롱생명과학,102940,20200325
664048,우리넷,115440,20200325
693554,티케이케미칼,104480,20200325
1070857,켐온,217600,20200325
1181807,까스텔바작,308100,20200325
1245062,코오롱티슈진,950160,20200325
1343920,유안타제4호스팩,313750,20200325
123152,보루네오가구,4740,20200228
149239,조일알미늄,18470,20200302
173944,우진,105840,20200302
927558,유바이오로직스,206650,20200302
993931,동양파일,228340,20200302
828497,한미약품,128940,20200302
638487,파수,150900,20200414
164645,HMM,11200,20200414
428729,대호에이엘,69460,20200414
535746,게임빌,63080,20200518
157399,한솔테크닉스,4710,20200521
348034,액토즈소프트,52790,20200526
1086812,케미메디,205290,20200526
1205709,현대중공업지주,267250,20200527
673301,전우정밀,120780,20200506
1388631,오션스톤,329020,20200507
151368,인터지스,129260,20200527
1316254,효성첨단소재,298050,20200527
493431,자안,221610,20200528
349097,케이티스카이라이프,53210,20200529
232007,상지카일룸,42940,20200228
1157235,아스타,246720,20200327
523307,다원시스,68240,20200508
369170,인터플렉스,51370,20200504
152686,코리아써키트,7810,20200504
990819,래몽래인,200350,20200525
447575,제이앤티씨,204270,20200527
842585,네이블커뮤니케이션즈,153460,20200527
123772,부국증권,1270,20200527
480756,이트론,96040,20200529
265041,KCI,36670,20200330
165361,휴코드,36840,20200313
207755,GS홈쇼핑,28150,20200316
1336391,엔에이치스팩13호,310840,20200318
126256,삼성생명,32830,20200320
126292,삼성카드,29780,20200320
158501,에스원,12750,20200320
161046,한독,2390,20200320
370006,iMBC,52220,20200525
442455,코스나인,82660,20200525
149655,삼성물산,28260,20200525
115676,KG동부제철,16380,20200525
366137,KG ETS,151860,20200525
480048,모다이노칩,80420,20200525
126566,한화에어로스페이스,12450,20200527
125576,체시스,33250,20200527
946030,로보티즈,108490,20200228
1195828,대원모방,311840,20200228
176516,금화피에스시,36190,20200402
261355,레드캡투어,38390,20200402
359395,헬릭스미스,84990,20200402
366942,미코,59090,20200402
159731,글로본,19660,20200511
1148909,휴럼,284420,20200512
490090,이지케어텍,99750,20200526
300557,위니아딤채,71460,20200526
171265,파라다이스,34230,20200526
857480,사람인에이치알,143240,20200228
1060744,한솔제지,213500,20200507
136004,신라에스지,25870,20200226
445160,디이엔티,79810,20200402
820352,파인텍,131760,20200402
255619,강원랜드,35250,20200406
349811,W홀딩컴퍼니,52300,20200429
361266,네스엠,56000,20200429
1412725,두산퓨얼셀,336260,20200421
124197,세아제강지주,3030,20200304
1326792,상상인이안1호스팩,307870,20200226
118284,동일금속,109860,20200227
870481,에코캡,128540,20200228
963976,SG,255220,20200511
1267967,마이크로디지탈,305090,20200313
154462,아모레퍼시픽그룹,2790,20200512
154392,에스트라,16570,20200512
216434,체리부로,66360,20200528
241209,모아텍,33200,20200528
631518,SK이노베이션,96770,20200528
659815,금오하이텍,165270,20200227
112457,대주산업,3310,20200401
961136,씨티네트웍스,189540,20200512
659976,영화테크,265560,20200309
174527,화성산업,2460,20200316
116356,동성화학,5190,20200227
893923,이푸른,185280,20200228
369833,유니온머티리얼,47400,20200407
763473,코스메카코리아,241710,20200228
681142,쌍방울,102280,20200401
204642,티비씨,33830,20200401
256715,국순당,43650,20200401
838500,엘브이엠씨,900140,20200401
359076,브리지텍,64480,20200401
367604,SM Life Design,63440,20200401
389970,다날,64260,20200401
478900,빅솔론,93190,20200401
938688,SBI핀테크솔루션즈,950110,20200401
1309795,알로이스,297570,20200512
234412,신세계인터내셔날,31430,20200417
258801,카카오,35720,20200403
161860,한성기업,3680,20200317
925189,신화콘텍,187270,20200528
965062,코셋,189350,20200227
1003040,케이사인,192250,20200227
1139497,에스제이켐,217910,20200228
121039,명문제약,17180,20200228
264671,세중,39310,20200421
260930,에스엠,41510,20200417
683007,엑스큐어,70300,20200514
149293,신한은행,10,20200325
176792,오렌지라이프생명보험,79440,20200326
159290,한국아트라스비엑스,23890,20200528
1113754,오션브릿지,241790,20200227
115384,동방아그로,7590,20200409
160843,DB하이텍,990,20200409
1205329,크라운제과,264900,20200423
238199,로지시스,67730,20200514
120508,롯데푸드,2270,20200514
415594,동국S&C,100130,20200529
925295,에프엔씨엔터,173940,20200228
585219,세원셀론텍,91090,20200406
110750,리더스 기술투자,19570,20200514
1371312,케이비제18호스팩,323940,20200514
1393299,케이비제19호스팩,330990,20200514
235147,에스모,73070,20200227
346911,아이톡시,52770,20200416
530796,미성포리테크,94700,20200228
113207,대한전선,1440,20200228
489243,동아엘텍,88130,20200228
578538,티피씨글로벌,130740,20200423
264547,KG이니시스,35600,20200513
128926,삼현철강,17480,20200228
343127,자유투어,46840,20200228
114808,동국제약,86450,20200428
776820,영원무역,111770,20200513
110875,대신정보통신,20180,20200514
266952,네오위즈홀딩스,42420,20200305
875307,야스,255440,20200227
657002,에이디테크놀로지,200710,20200304
1063954,수젠텍,253840,20200304
488402,서울바이오시스,92190,20200306
351454,큐브앤컴퍼니,43090,20200424
108241,농심,4370,20200511
1059605,디와이파워,210540,20200522
1182240,배럴,267790,20200227
121932,미원상사,2840,20200325
397243,티에스엠텍,66350,20200507
148276,제일기획,30000,20200228
602136,디와이피엔에프,104460,20200424
308559,코디,80530,20200428
363592,한컴위드,54920,20200410
435312,하이스틸,71090,20200514
537337,앤씨앤,92600,20200422
136165,스페코,13810,20200325
140061,정산애강,22220,20200325
150439,진양산업,3780,20200325
173591,세원물산,24830,20200325
164830,한국조선해양,9540,20200325
223434,에프에스티,36810,20200325
261656,잉크테크,49550,20200325
287788,정상제이엘에스,40420,20200325
609315,멜파스,96640,20200421
353762,키이스트,54780,20200429
1255652,레이크머티리얼즈,281740,20200511
604815,에스디시스템,121890,20200410
1189438,노터스,278650,20200410
671437,파인넥스,123260,20200410
125488,삼륭물산,14970,20200410
580199,메디톡스,86900,20201013
878915,DGB금융지주,139130,20201118
1480568,이지바이오,353810,20201118
140858,영신금속,7530,20201126
185505,제일바이오,52670,20201126
403632,현대퓨처넷,126560,20201117
1368354,네패스아크,330860,20201117
238001,블루콤,33560,20201117
160302,코스모화학,5420,20201118
422284,메가스터디,72870,20201118
623184,감마누,192410,20201118
1318261,IBKS제10호스팩,299170,20201118
1153293,제이엘케이,322510,20200713
627029,ITX-AI,99520,20200903
1063884,이디티,215090,20200903
132354,쿠쿠홀딩스,192400,20201006
158015,한국선재,25550,20201006
528515,한라IMS,92460,20201006
904672,넷마블,251270,20201007
585538,에스에너지,95910,20201007
814786,스카이이앤엠,131100,20201007
1257872,에스퓨얼셀,288620,20201007
133557,PN풍년,24940,20201124
480367,삼강엠앤티,100090,20200901
1042979,휴마시스,205470,20200901
925587,위드텍,348350,20201030
665630,테라텍,151750,20201118
648721,S&TC,100840,20200904
1399071,고바이오랩,348150,20201118
298687,한류타임즈,39670,20201125
601191,하나기술,299030,20201125
694942,이미지스,115610,20201125
1031502,디오스텍,196450,20201125
121570,문배철강,8420,20201125
350048,오성첨단소재,52420,20201125
203315,제이콘텐트리,36420,20200713
159786,유니드,14830,20200713
103592,광동제약,9290,20200903
623661,원익머트리얼즈,104830,20201007
1020843,엔에스,217820,20201007
104810,대명소노시즌,7720,20200910
356839,메디콕스,54180,20200910
411385,유비쿼스홀딩스,78070,20200910
670766,엠투아이,347890,20201014
432102,한국금융지주,71050,20201014
1497869,티와이홀딩스,363280,20200928
1136348,나무기술,242040,20201026
1258710,이노메트리,302430,20201026
184667,유진기업,23410,20201026
1135941,원익IPS,240810,20201026
656951,이지웰,90850,20200615
347716,센트럴바이오,51980,20200714
247975,솔브레인홀딩스,36830,20200714
787376,대성에너지,117580,20200714
126788,삼아제약,9300,20200714
139889,SKC,11790,20200904
137915,에스엠코어,7820,20200910
1061327,클래시스,214150,20201015
1201590,에브리봇,270660,20201015
101752,케이씨피드,25880,20200909
193009,필룩스,33180,20201027
149770,중앙에너비스,440,20200907
113225,대한제강,84010,20200909
977696,파티게임즈,194510,20200909
109310,대동기어,8830,20200715
127909,삼일,32280,20200715
110547,넥상스코리아,3050,20200716
276083,스카이문스테크놀로지,33790,20200716
127158,씨아이테크,4920,20200908
173698,신일전자,2700,20200908
1267550,나라소프트,288490,20200908
133663,세동,53060,20201008
533003,디케이락,105740,20201008
670340,씨에스윈드,112610,20201012
384948,대유,290380,20200911
109806,삼일씨엔에스,4440,20200911
1025644,강스템바이오텍,217730,20200911
892526,디케이앤디,263020,20201104
523176,네추럴FNP,86220,20201105
159698,지역난방공사,71320,20200910
587925,바이오리더스,142760,20200910
117230,동양물산기업,2900,20201102
103547,우진비앤지,18620,20201102
205687,글로스퍼랩스,32860,20201109
304915,코리아에셋투자증권,190650,20200609
861100,아이케이세미콘,149010,20200609
1042429,액션스퀘어,205500,20200611
120030,GS건설,6360,20200602
126955,삼양식품,3230,20200609
447007,알리코제약,260660,20200609
911955,잇츠한불,226320,20200717
660291,옵티시스,109080,20200717
267854,메디앙스,14100,20200720
152260,카스,16920,20200720
113614,대현,16090,20201110
177320,대성미생물,36480,20201110
496225,에스모 머티리얼즈,87730,20201110
125974,삼부토건,1470,20201110
1013694,인카금융서비스,211050,20201111
195229,휠라홀딩스,81660,20200623
119195,동화약품,20,20201110
191287,대동금속,20400,20201110
121543,무학,33920,20201110
1036446,서연이화,200880,20200615
133706,세하,27970,20200616
886792,루켄테크놀러지스,162120,20200915
1394669,대신밸런스제7호스팩,332290,20200609
1407909,대신밸런스제8호스팩,336570,20200609
102681,고려개발,4200,20200721
604426,인터로조,119610,20200721
1060814,삼양패키징,272550,20200723
220057,유비케어,32620,20200727
1203376,유비쿼스,264450,20200910
